#        T (MeV)   d\mu_e/dL_\mu  d\mu_\mu/dL_\mu  d\mu_\tau/dL_\mu  d\mu_{\nu_e}/dL_\mu  d\mu_{\nu_\mu}/dL_\mu  d\mu_{\nu_\tau}/dL_\mu   d\mu_Q/dL_\mu   d\mu_B/dL_\mu in units of T^-2
      8.1700e+03     -1.5331e-01       1.8467e+00       -1.5405e-01           3.0663e-01             2.3067e+00              3.0589e-01      4.5994e-01     -9.4105e-02
      8.1750e+03     -1.5331e-01       1.8467e+00       -1.5405e-01           3.0662e-01             2.3067e+00              3.0589e-01      4.5994e-01     -9.4102e-02
      8.1800e+03     -1.5331e-01       1.8467e+00       -1.5404e-01           3.0662e-01             2.3067e+00              3.0589e-01      4.5993e-01     -9.4098e-02
      8.1850e+03     -1.5331e-01       1.8467e+00       -1.5404e-01           3.0662e-01             2.3066e+00              3.0589e-01      4.5993e-01     -9.4094e-02
      8.1900e+03     -1.5331e-01       1.8467e+00       -1.5404e-01           3.0662e-01             2.3066e+00              3.0589e-01      4.5992e-01     -9.4091e-02
      8.1950e+03     -1.5331e-01       1.8467e+00       -1.5404e-01           3.0661e-01             2.3066e+00              3.0588e-01      4.5992e-01     -9.4087e-02
      8.2000e+03     -1.5331e-01       1.8467e+00       -1.5403e-01           3.0661e-01             2.3066e+00              3.0588e-01      4.5992e-01     -9.4084e-02
      8.2050e+03     -1.5330e-01       1.8467e+00       -1.5403e-01           3.0661e-01             2.3066e+00              3.0588e-01      4.5991e-01     -9.4080e-02
      8.2100e+03     -1.5330e-01       1.8467e+00       -1.5403e-01           3.0661e-01             2.3066e+00              3.0588e-01      4.5991e-01     -9.4077e-02
      8.2150e+03     -1.5330e-01       1.8467e+00       -1.5403e-01           3.0660e-01             2.3066e+00              3.0588e-01      4.5991e-01     -9.4073e-02
      8.2200e+03     -1.5330e-01       1.8467e+00       -1.5403e-01           3.0660e-01             2.3066e+00              3.0588e-01      4.5990e-01     -9.4070e-02
      8.2250e+03     -1.5330e-01       1.8467e+00       -1.5402e-01           3.0660e-01             2.3066e+00              3.0587e-01      4.5990e-01     -9.4066e-02
      8.2300e+03     -1.5330e-01       1.8467e+00       -1.5402e-01           3.0660e-01             2.3066e+00              3.0587e-01      4.5990e-01     -9.4063e-02
      8.2350e+03     -1.5330e-01       1.8467e+00       -1.5402e-01           3.0659e-01             2.3066e+00              3.0587e-01      4.5989e-01     -9.4059e-02
      8.2400e+03     -1.5330e-01       1.8467e+00       -1.5402e-01           3.0659e-01             2.3066e+00              3.0587e-01      4.5989e-01     -9.4056e-02
      8.2450e+03     -1.5329e-01       1.8467e+00       -1.5402e-01           3.0659e-01             2.3066e+00              3.0587e-01      4.5988e-01     -9.4052e-02
      8.2500e+03     -1.5329e-01       1.8467e+00       -1.5401e-01           3.0659e-01             2.3066e+00              3.0587e-01      4.5988e-01     -9.4049e-02
      8.2550e+03     -1.5329e-01       1.8467e+00       -1.5401e-01           3.0658e-01             2.3066e+00              3.0587e-01      4.5988e-01     -9.4045e-02
      8.2600e+03     -1.5329e-01       1.8467e+00       -1.5401e-01           3.0658e-01             2.3066e+00              3.0586e-01      4.5987e-01     -9.4042e-02
      8.2650e+03     -1.5329e-01       1.8467e+00       -1.5401e-01           3.0658e-01             2.3066e+00              3.0586e-01      4.5987e-01     -9.4039e-02
      8.2700e+03     -1.5329e-01       1.8467e+00       -1.5401e-01           3.0658e-01             2.3066e+00              3.0586e-01      4.5987e-01     -9.4035e-02
      8.2750e+03     -1.5329e-01       1.8467e+00       -1.5400e-01           3.0658e-01             2.3066e+00              3.0586e-01      4.5986e-01     -9.4032e-02
      8.2800e+03     -1.5329e-01       1.8467e+00       -1.5400e-01           3.0657e-01             2.3066e+00              3.0586e-01      4.5986e-01     -9.4028e-02
      8.2850e+03     -1.5329e-01       1.8467e+00       -1.5400e-01           3.0657e-01             2.3066e+00              3.0586e-01      4.5986e-01     -9.4025e-02
      8.2900e+03     -1.5328e-01       1.8467e+00       -1.5400e-01           3.0657e-01             2.3066e+00              3.0585e-01      4.5985e-01     -9.4021e-02
      8.2950e+03     -1.5328e-01       1.8467e+00       -1.5400e-01           3.0657e-01             2.3066e+00              3.0585e-01      4.5985e-01     -9.4018e-02
      8.3000e+03     -1.5328e-01       1.8467e+00       -1.5399e-01           3.0656e-01             2.3066e+00              3.0585e-01      4.5984e-01     -9.4015e-02
      8.3050e+03     -1.5328e-01       1.8467e+00       -1.5399e-01           3.0656e-01             2.3066e+00              3.0585e-01      4.5984e-01     -9.4011e-02
      8.3100e+03     -1.5328e-01       1.8468e+00       -1.5399e-01           3.0656e-01             2.3066e+00              3.0585e-01      4.5984e-01     -9.4008e-02
      8.3150e+03     -1.5328e-01       1.8468e+00       -1.5399e-01           3.0656e-01             2.3066e+00              3.0585e-01      4.5983e-01     -9.4004e-02
      8.3200e+03     -1.5328e-01       1.8468e+00       -1.5399e-01           3.0655e-01             2.3066e+00              3.0585e-01      4.5983e-01     -9.4001e-02
      8.3250e+03     -1.5328e-01       1.8468e+00       -1.5398e-01           3.0655e-01             2.3066e+00              3.0584e-01      4.5983e-01     -9.3998e-02
      8.3300e+03     -1.5327e-01       1.8468e+00       -1.5398e-01           3.0655e-01             2.3066e+00              3.0584e-01      4.5982e-01     -9.3994e-02
      8.3350e+03     -1.5327e-01       1.8468e+00       -1.5398e-01           3.0655e-01             2.3066e+00              3.0584e-01      4.5982e-01     -9.3991e-02
      8.3400e+03     -1.5327e-01       1.8468e+00       -1.5398e-01           3.0654e-01             2.3066e+00              3.0584e-01      4.5982e-01     -9.3988e-02
      8.3450e+03     -1.5327e-01       1.8468e+00       -1.5398e-01           3.0654e-01             2.3066e+00              3.0584e-01      4.5981e-01     -9.3984e-02
      8.3500e+03     -1.5327e-01       1.8468e+00       -1.5397e-01           3.0654e-01             2.3066e+00              3.0584e-01      4.5981e-01     -9.3981e-02
      8.3550e+03     -1.5327e-01       1.8468e+00       -1.5397e-01           3.0654e-01             2.3066e+00              3.0584e-01      4.5981e-01     -9.3977e-02
      8.3600e+03     -1.5327e-01       1.8468e+00       -1.5397e-01           3.0653e-01             2.3066e+00              3.0583e-01      4.5980e-01     -9.3974e-02
      8.3650e+03     -1.5327e-01       1.8468e+00       -1.5397e-01           3.0653e-01             2.3066e+00              3.0583e-01      4.5980e-01     -9.3971e-02
      8.3700e+03     -1.5327e-01       1.8468e+00       -1.5396e-01           3.0653e-01             2.3066e+00              3.0583e-01      4.5980e-01     -9.3967e-02
      8.3750e+03     -1.5326e-01       1.8468e+00       -1.5396e-01           3.0653e-01             2.3066e+00              3.0583e-01      4.5979e-01     -9.3964e-02
      8.3800e+03     -1.5326e-01       1.8468e+00       -1.5396e-01           3.0653e-01             2.3066e+00              3.0583e-01      4.5979e-01     -9.3961e-02
      8.3850e+03     -1.5326e-01       1.8468e+00       -1.5396e-01           3.0652e-01             2.3066e+00              3.0583e-01      4.5979e-01     -9.3958e-02
      8.3900e+03     -1.5326e-01       1.8468e+00       -1.5396e-01           3.0652e-01             2.3066e+00              3.0582e-01      4.5978e-01     -9.3954e-02
      8.3950e+03     -1.5326e-01       1.8468e+00       -1.5395e-01           3.0652e-01             2.3065e+00              3.0582e-01      4.5978e-01     -9.3951e-02
      8.4000e+03     -1.5326e-01       1.8468e+00       -1.5395e-01           3.0652e-01             2.3065e+00              3.0582e-01      4.5977e-01     -9.3948e-02
      8.4050e+03     -1.5326e-01       1.8468e+00       -1.5395e-01           3.0651e-01             2.3065e+00              3.0582e-01      4.5977e-01     -9.3944e-02
      8.4100e+03     -1.5326e-01       1.8468e+00       -1.5395e-01           3.0651e-01             2.3065e+00              3.0582e-01      4.5977e-01     -9.3941e-02
      8.4150e+03     -1.5325e-01       1.8468e+00       -1.5395e-01           3.0651e-01             2.3065e+00              3.0582e-01      4.5976e-01     -9.3938e-02
      8.4200e+03     -1.5325e-01       1.8468e+00       -1.5395e-01           3.0651e-01             2.3065e+00              3.0582e-01      4.5976e-01     -9.3935e-02
      8.4250e+03     -1.5325e-01       1.8468e+00       -1.5394e-01           3.0650e-01             2.3065e+00              3.0581e-01      4.5976e-01     -9.3931e-02
      8.4300e+03     -1.5325e-01       1.8468e+00       -1.5394e-01           3.0650e-01             2.3065e+00              3.0581e-01      4.5975e-01     -9.3928e-02
      8.4350e+03     -1.5325e-01       1.8468e+00       -1.5394e-01           3.0650e-01             2.3065e+00              3.0581e-01      4.5975e-01     -9.3925e-02
      8.4400e+03     -1.5325e-01       1.8468e+00       -1.5394e-01           3.0650e-01             2.3065e+00              3.0581e-01      4.5975e-01     -9.3922e-02
      8.4450e+03     -1.5325e-01       1.8468e+00       -1.5394e-01           3.0650e-01             2.3065e+00              3.0581e-01      4.5974e-01     -9.3918e-02
      8.4500e+03     -1.5325e-01       1.8468e+00       -1.5393e-01           3.0649e-01             2.3065e+00              3.0581e-01      4.5974e-01     -9.3915e-02
      8.4550e+03     -1.5325e-01       1.8468e+00       -1.5393e-01           3.0649e-01             2.3065e+00              3.0581e-01      4.5974e-01     -9.3912e-02
      8.4600e+03     -1.5324e-01       1.8468e+00       -1.5393e-01           3.0649e-01             2.3065e+00              3.0580e-01      4.5973e-01     -9.3909e-02
      8.4650e+03     -1.5324e-01       1.8468e+00       -1.5393e-01           3.0649e-01             2.3065e+00              3.0580e-01      4.5973e-01     -9.3906e-02
      8.4700e+03     -1.5324e-01       1.8468e+00       -1.5393e-01           3.0648e-01             2.3065e+00              3.0580e-01      4.5973e-01     -9.3903e-02
      8.4750e+03     -1.5324e-01       1.8468e+00       -1.5392e-01           3.0648e-01             2.3065e+00              3.0580e-01      4.5972e-01     -9.3899e-02
      8.4800e+03     -1.5324e-01       1.8468e+00       -1.5392e-01           3.0648e-01             2.3065e+00              3.0580e-01      4.5972e-01     -9.3896e-02
      8.4850e+03     -1.5324e-01       1.8468e+00       -1.5392e-01           3.0648e-01             2.3065e+00              3.0580e-01      4.5972e-01     -9.3893e-02
      8.4900e+03     -1.5324e-01       1.8468e+00       -1.5392e-01           3.0648e-01             2.3065e+00              3.0580e-01      4.5971e-01     -9.3890e-02
      8.4950e+03     -1.5324e-01       1.8468e+00       -1.5392e-01           3.0647e-01             2.3065e+00              3.0579e-01      4.5971e-01     -9.3887e-02
      8.5000e+03     -1.5324e-01       1.8468e+00       -1.5391e-01           3.0647e-01             2.3065e+00              3.0579e-01      4.5971e-01     -9.3884e-02
      8.5050e+03     -1.5323e-01       1.8468e+00       -1.5391e-01           3.0647e-01             2.3065e+00              3.0579e-01      4.5970e-01     -9.3880e-02
      8.5100e+03     -1.5323e-01       1.8468e+00       -1.5391e-01           3.0647e-01             2.3065e+00              3.0579e-01      4.5970e-01     -9.3877e-02
      8.5150e+03     -1.5323e-01       1.8468e+00       -1.5391e-01           3.0646e-01             2.3065e+00              3.0579e-01      4.5970e-01     -9.3874e-02
      8.5200e+03     -1.5323e-01       1.8468e+00       -1.5391e-01           3.0646e-01             2.3065e+00              3.0579e-01      4.5969e-01     -9.3871e-02
      8.5250e+03     -1.5323e-01       1.8468e+00       -1.5390e-01           3.0646e-01             2.3065e+00              3.0579e-01      4.5969e-01     -9.3868e-02
      8.5300e+03     -1.5323e-01       1.8468e+00       -1.5390e-01           3.0646e-01             2.3065e+00              3.0578e-01      4.5969e-01     -9.3865e-02
      8.5350e+03     -1.5323e-01       1.8468e+00       -1.5390e-01           3.0646e-01             2.3065e+00              3.0578e-01      4.5968e-01     -9.3861e-02
      8.5400e+03     -1.5323e-01       1.8468e+00       -1.5390e-01           3.0645e-01             2.3065e+00              3.0578e-01      4.5968e-01     -9.3858e-02
      8.5450e+03     -1.5323e-01       1.8468e+00       -1.5390e-01           3.0645e-01             2.3065e+00              3.0578e-01      4.5968e-01     -9.3855e-02
      8.5500e+03     -1.5322e-01       1.8468e+00       -1.5389e-01           3.0645e-01             2.3065e+00              3.0578e-01      4.5967e-01     -9.3852e-02
      8.5550e+03     -1.5322e-01       1.8468e+00       -1.5389e-01           3.0645e-01             2.3065e+00              3.0578e-01      4.5967e-01     -9.3849e-02
      8.5600e+03     -1.5322e-01       1.8468e+00       -1.5389e-01           3.0644e-01             2.3065e+00              3.0578e-01      4.5967e-01     -9.3846e-02
      8.5650e+03     -1.5322e-01       1.8468e+00       -1.5389e-01           3.0644e-01             2.3065e+00              3.0577e-01      4.5966e-01     -9.3843e-02
      8.5700e+03     -1.5322e-01       1.8468e+00       -1.5389e-01           3.0644e-01             2.3065e+00              3.0577e-01      4.5966e-01     -9.3840e-02
      8.5750e+03     -1.5322e-01       1.8468e+00       -1.5389e-01           3.0644e-01             2.3065e+00              3.0577e-01      4.5966e-01     -9.3837e-02
      8.5800e+03     -1.5322e-01       1.8468e+00       -1.5388e-01           3.0644e-01             2.3065e+00              3.0577e-01      4.5965e-01     -9.3833e-02
      8.5850e+03     -1.5322e-01       1.8468e+00       -1.5388e-01           3.0643e-01             2.3065e+00              3.0577e-01      4.5965e-01     -9.3830e-02
      8.5900e+03     -1.5322e-01       1.8468e+00       -1.5388e-01           3.0643e-01             2.3065e+00              3.0577e-01      4.5965e-01     -9.3827e-02
      8.5950e+03     -1.5321e-01       1.8468e+00       -1.5388e-01           3.0643e-01             2.3065e+00              3.0577e-01      4.5964e-01     -9.3824e-02
